,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,41.57171891359241,1443.2888888888888,71.7293128434091,38.93687254090434,60.51561397592956,0.6511627906976745,0.3488372093023256,36.0,41.95451965937123,78.07821514242582,10291.02190772085,0.5373396354263502,0.13333333333333333
