,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,146.60493827160494,409.2631578947368,198.66948010922513,151.35352288231977,403.1558838298985,1.0,1.0,208.0,282.60012974755216,113.80172816496824,101034.82342470012,2.483267471456074,0.1286008230452675
