,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,111.87607573149742,536.3076923076923,136.04036992202245,116.87668715359791,237.8907312191881,1.0,1.0,40.0,167.29757918152907,128.00499990234755,67276.97610507056,1.3069612851775871,0.28686173264486514
