,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,140.35617265318442,427.48387096774195,156.8504261755996,118.47247474720561,303.1117405722307,1.0,1.0,158.0,212.01476441648705,118.35139931157663,78829.609548845,1.7914005719385582,0.26411107757319646
