,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,213.2701421800948,281.3333333333333,189.21773285649107,126.20593290333066,312.8370182698972,1.0,1.0,92.0,215.47788459607636,130.7907441296975,88537.97539150716,1.6475010218031914,0.18228217280349981
