,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,150.15015015015015,399.6,176.18581100644855,106.31742827756678,321.80325252137106,1.0,0.9333333333333333,160.0,221.6500545153704,118.81039984408396,82731.7426994047,1.865577885490192,0.2502502502502503
