,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,126.47554806070826,474.4,190.67543103399558,147.8436674328664,363.8873452045289,1.0,1.0,212.0,238.80300458746325,104.02403568406679,78041.09563950337,2.295652182854509,0.25295109612141653
