,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,130.83632632119037,458.5882352941176,177.70267925535867,110.39234183494102,361.7021487971069,1.0,1.0,192.0,204.91491760433186,92.21659956085944,59365.284337585384,2.222104464707526,0.12827090815802974
