,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,118.87608069164264,504.72727272727275,121.02373239019235,122.61729078722952,213.68200672962615,1.0,1.0,20.0,150.81611319749624,131.55037058100595,62328.933036224,1.146451450736331,0.18011527377521613
