,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,92.13051823416507,651.25,189.34739897870264,120.14970086223249,385.42790073717634,1.0,0.8888888888888888,140.0,240.49208811194688,34.48671241700683,26055.682972075167,6.97347097641439,0.09596928982725528
