,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate
0,135.3919239904988,443.1578947368421,130.76345182202084,121.97825165803542,264.6442355853825,1.0,1.0,20.0,185.60700197911035,75.5691331004334,44064.481958418204,2.4561218895078984,0.23752969121140144
